	stool.ASD.22.1	stool.ASD.6.2	stool.ASD.6.1	stool.control.15S.1	stool.control.15S.3	stool.control.31C.3	stool.ASD.22.4	stool.control.40C.4	stool.control.40C.2	stool.control.40C.5	stool.ASD.6.4	stool.control.30C.5	stool.control.30C.3	stool.ASD.7.3	stool.ASD.7.1	stool.ASD.14.1	stool.ASD.14.3	stool.control.13S.1B	stool.control.30C.1	stool.ASD.24.2	stool.control.32C.3	stool.control.38C.2A	stool.control.39C.1	stool.control.39C.2	stool.control.13S.2	stool.ASD.7.2	stool.control.40C.1	stool.control.39C.4	stool.ASD.27.4	stool.ASD.27.5	stool.ASD.22.2	stool.control.31C.1	stool.control.39C.3	stool.control.15S.2	stool.ASD.22.3	stool.ASD.7.4	stool.control.28S.2	stool.ASD.24.1	stool.ASD.27.1	stool.ASD.12.1	stool.ASD.14.4	stool.control.28S.3	stool.ASD.12.2	stool.control.30C.4	stool.control.32C.1	stool.control.32C.2.run2	stool.control.38C.1.ASU	stool.ASD.14.2	stool.control.15S.4	stool.ASD.27.2	stool.control.31C.2
stool.ASD.7.2	0.4672847576020159	0.46345988899206114	0.4378858830497953	0.4192135280617418	0.38347105170548845	0.36707539013262125	0.42999813046944074	0.42331794465946765	0.37717437236915796	0.4544752934419992	0.4234753743768276	0.40337437499126455	0.3552654776773082	0.26366815522661896	0.24338634587781519	0.4135034781499476	0.3808541070495116	0.400318173972087	0.4549614034462814	0.41522277767137517	0.36366915889326384	0.37963611715098805	0.4273202858473724	0.4244052667641628	0.43018177270910374	0.0	0.4831878620359228	0.4443184070607937	0.4136528433667848	0.42498327881769543	0.4151391959357995	0.4540226105939312	0.46841530033447165	0.39047337668399007	0.4085200805841297	0.32924474771603407	0.38566256804450416	0.3932905062050928	0.41349516336996284	0.409619193646027	0.5022316605801557	0.3635933291633432	0.44793960200899985	0.38137286116796076	0.3687842869920823	0.31358600647265644	0.3650587816875111	0.3990550732624481	0.3902294577959252	0.3912775936033494	0.3588286050904692
stool.control.40C.1	0.41366882207991723	0.44456515752285747	0.4534871591037053	0.4670538109252647	0.4042981177399111	0.4304822328528142	0.3654517131083053	0.3748608565706295	0.31938807321752705	0.41772913736028555	0.4447614782553327	0.39759874362357106	0.3563121922827576	0.4867833153426237	0.4642215962604278	0.46443248078214566	0.43367283391386185	0.47948486430307535	0.429411685797833	0.4459335522984919	0.434088873048976	0.42093844082494036	0.4075779119659677	0.36811643599294713	0.4590375221568193	0.4831878620359228	0.0	0.4162582645381383	0.4985247430808243	0.48156838015280745	0.44026484310905845	0.4733393879351151	0.41763108030904894	0.4412644034753016	0.35968888493614015	0.4757502590517456	0.4474912826251672	0.41318768510507997	0.42494354826366393	0.4688913233714006	0.4978900630257683	0.41509053662104356	0.4706503930729409	0.3931837164649233	0.4465686996710944	0.45731440252290584	0.39346143418265406	0.48364362859575805	0.4561573743313045	0.43905407134415303	0.4590924044414154
stool.control.39C.4	0.4099971937408819	0.33888667557922036	0.3756131409644845	0.49763535965629446	0.452429826764286	0.4421073009227388	0.362332974338388	0.422003397398198	0.35363043725850735	0.46259275058623417	0.389984429303669	0.3742868645441074	0.3476669879079119	0.4567528091563907	0.4552281697157339	0.4714570614623903	0.45328564858723774	0.43437130532092083	0.4804338806477388	0.38526593965907524	0.37920116021805234	0.2883287854645735	0.34347307830000184	0.2598964082371827	0.36429204993124914	0.4443184070607937	0.4162582645381383	0.0	0.40840837451202433	0.44327653510171877	0.4308689613482243	0.4134119533232024	0.27333479121428306	0.4753488700545948	0.37241084085542786	0.47359961808456574	0.4566477223354741	0.36006076041662466	0.41570724965835226	0.4058679337258163	0.571736180739199	0.4164491350644829	0.42662617382819473	0.4029139767369411	0.38027444855794734	0.40448193514913783	0.3524786948158474	0.5060182178980567	0.4947013517428234	0.4017623176842056	0.4334370190133941
stool.ASD.27.4	0.49300372998974207	0.4334635105177757	0.40182010793941236	0.5176126756235832	0.4431377609923088	0.42243716277062415	0.4575714725462175	0.48196004882745225	0.41600502351489915	0.4996482509713786	0.424039377640942	0.43477473726769017	0.39012112062468113	0.4401618932832148	0.41955175388596044	0.4892216937663459	0.4373892705358762	0.40960510459838967	0.520475765712501	0.37292276527882895	0.3705504096850531	0.38169781130411645	0.4759400117373401	0.4264550112770138	0.40772347337671294	0.4136528433667848	0.4985247430808243	0.40840837451202433	0.0	0.23661749043514804	0.4592665663432098	0.4567206537847131	0.4527911509436397	0.46773117652305685	0.446391100697195	0.4506888270859658	0.43346354702286216	0.3715562349092763	0.38138447920728014	0.43444388977153137	0.5565763436913029	0.33934510209650376	0.41839305029656093	0.45095458639660047	0.367471245597428	0.3730631220333622	0.4064399019727391	0.4852688123922777	0.49599979586706755	0.2003446075390998	0.4015315408150652
stool.ASD.27.5	0.5276955761590939	0.467433422207111	0.4290133950876795	0.537776693527349	0.47303113656019463	0.4563057726418204	0.4799697226838689	0.48966261747326545	0.43452326502104216	0.5445522448137449	0.42828321719054957	0.4590214987058364	0.4185534691466586	0.43063201050416255	0.43202005490594986	0.5194738905567342	0.49049845060740593	0.4254510634417033	0.5029433479541613	0.3756931014474094	0.36663038382896446	0.3891742705857232	0.45830667187730073	0.4136841739095471	0.4354012088461054	0.42498327881769543	0.48156838015280745	0.44327653510171877	0.23661749043514804	0.0	0.49341967492942534	0.4534380407995131	0.45674077021908605	0.5113922548630063	0.47039356081489786	0.46088855273248147	0.4541042283885998	0.36254773777967747	0.4175328931818427	0.42295500248564155	0.5890247005335504	0.38115314557732716	0.4443244477303406	0.48657326068191553	0.35161983520355483	0.40748876899293124	0.43763255310138016	0.5068687716073189	0.4931094309997593	0.22878145643163136	0.4357873033256362
stool.ASD.22.2	0.26444005286985034	0.4736863575634375	0.4259064643393465	0.3619362511655543	0.30457723223172706	0.4101235279008403	0.292331924646322	0.3360940077364866	0.36549449256548716	0.37726946436204545	0.36442449198578053	0.31889433604263007	0.3221817411100381	0.45692712128359086	0.39064567541656225	0.3780190643058336	0.33375052854189724	0.46753239883487957	0.48390079965469096	0.38154454477063476	0.4421438884761283	0.41007391203411697	0.46472765184075443	0.4017874901909114	0.40545932371532395	0.4151391959357995	0.44026484310905845	0.4308689613482243	0.4592665663432098	0.49341967492942534	0.0	0.4958865916655216	0.43970715350441103	0.3566465180414126	0.29526024010080437	0.4549185208418595	0.3181863491531829	0.3545011785297757	0.36163902579692025	0.4564736914830859	0.4427921485049544	0.34233299407480866	0.44871441898543696	0.347052231524491	0.45853825402344844	0.4118593949478168	0.3651747708603377	0.37445493111862627	0.38361212805883466	0.43525237582564247	0.4240811677728597
stool.control.31C.1	0.4702542463170053	0.4030768768056693	0.4376800022521276	0.5629524685049946	0.5013779180969437	0.4696046261289412	0.4622434765939108	0.5174515833846772	0.46342343793361873	0.5360841496318369	0.47483627824894664	0.505474434785205	0.4399679543256602	0.4302188665287745	0.46186138302114016	0.5332878326449998	0.5116105832339005	0.3839141020380419	0.540132675320838	0.45566847687450757	0.37849019799251077	0.4172846603077049	0.45026369960910717	0.4058182914674984	0.42553475296644866	0.4540226105939312	0.4733393879351151	0.4134119533232024	0.4567206537847131	0.4534380407995131	0.4958865916655216	0.0	0.43539146016667285	0.5325321470848148	0.4317122399958655	0.46763668352658144	0.515239609612335	0.475090631781164	0.4790892809582678	0.22470833685732983	0.6317706274747455	0.49602902033609675	0.33434093177157054	0.5044283364783504	0.38113316118089563	0.39697586398789214	0.4659758504097211	0.5437872573373268	0.5464690130708243	0.47871159100191085	0.4001333521850812
stool.control.39C.3	0.4082206535934388	0.40576794190142473	0.4139230771445109	0.5046448669441376	0.4503672865465656	0.4378041697648217	0.3439466866362908	0.4040123792817252	0.39835055534476904	0.45186267703701527	0.42188943896070924	0.35050161810778135	0.367914046908047	0.4980301218836853	0.45158994432791355	0.4945283328273575	0.450639711598118	0.47868253905337615	0.4936710920376919	0.39250197513023444	0.41460956564151275	0.3672592747601129	0.3596909144852788	0.260896339225227	0.41894356563904117	0.46841530033447165	0.41763108030904894	0.27333479121428306	0.4527911509436397	0.45674077021908605	0.43970715350441103	0.43539146016667285	0.0	0.4609347112225365	0.3734427332674657	0.4856569727990449	0.4477022370836497	0.3771224453576982	0.4343383055928818	0.4619526764736953	0.55984427975977	0.39191576834068315	0.4552720618130832	0.40575232369493935	0.393398984817273	0.4296852516388725	0.37303779551869815	0.49133371437720125	0.5072365450986097	0.4292253919483456	0.4563663599287724
stool.control.15S.2	0.3796049781936732	0.5294917562678739	0.4856481747553418	0.1833770930640136	0.16227776955767406	0.3661011832289418	0.4087060698731686	0.39003777830534403	0.3591705562064822	0.42648792916510286	0.44880455170626776	0.3580384068838201	0.3882310267750704	0.45422348407148694	0.39397601672510224	0.34472989784347097	0.25373332628922485	0.45844136016653275	0.4640374803952471	0.4530423737429704	0.4557920657839622	0.4400834145995202	0.4893648087518404	0.47694367934938403	0.4574759935262954	0.39047337668399007	0.4412644034753016	0.4753488700545948	0.46773117652305685	0.5113922548630063	0.3566465180414126	0.5325321470848148	0.4609347112225365	0.0	0.3831565253957415	0.42571290492441083	0.32930265021167165	0.4296267709186079	0.36246811846362664	0.5126095819853723	0.3592038360227849	0.3336819817286267	0.4726902762476344	0.3867097196221737	0.45430871816460994	0.40974402698532425	0.37459508967029204	0.31524201933350393	0.27516293681236226	0.4182137942025036	0.4254725148411901
stool.ASD.22.3	0.2178303223220394	0.410925441329086	0.41953704877444337	0.41517545816353424	0.3595113626456237	0.3986723908806618	0.22263640730616446	0.39906778516435926	0.37403771753057125	0.4134139917613194	0.3894105217104218	0.3544754511283098	0.3355028959600419	0.4385000191420391	0.3757196188372165	0.4205600869195615	0.37064654584470486	0.4678947023989501	0.45586312508686283	0.39653530250760893	0.43803541988032324	0.38917882317491365	0.3630677053254178	0.33385269607892587	0.3970581623127073	0.4085200805841297	0.35968888493614015	0.37241084085542786	0.446391100697195	0.47039356081489786	0.29526024010080437	0.4317122399958655	0.3734427332674657	0.3831565253957415	0.0	0.4239523158445643	0.35395846380072177	0.3889534231709414	0.37429188091879534	0.4578458269942424	0.5172089883827522	0.3493044746220951	0.4304691973587522	0.3739189663905544	0.4413462098406454	0.4123062945619185	0.3498797369821582	0.43075540831969905	0.376219022980468	0.420839188534591	0.41997370834468223
stool.ASD.7.4	0.46813313296467557	0.5180290059824314	0.48034680376876143	0.43985655131809	0.38214778870257493	0.42520668739718065	0.458965328913127	0.46283151970949404	0.4407729881603622	0.49387981228684313	0.47138314631389433	0.4405331657682825	0.4178911044835337	0.28531619232875166	0.2938150106833577	0.4376164772050748	0.4132478772759325	0.38758123762099495	0.42919698004598417	0.46117311337150685	0.4071516703835463	0.39003051219267687	0.42663210180739697	0.4460287516176359	0.421485299606052	0.32924474771603407	0.4757502590517456	0.47359961808456574	0.4506888270859658	0.46088855273248147	0.4549185208418595	0.46763668352658144	0.4856569727990449	0.42571290492441083	0.4239523158445643	0.0	0.4093072374657718	0.4408143136084363	0.383489843502266	0.4389710552139137	0.5537836046446553	0.4293238842311368	0.39676445433779806	0.4503704856170569	0.4124915672665909	0.35878002048050894	0.3832341532722981	0.45933839981116564	0.4059564840460659	0.43748471804336553	0.4109458525981842
stool.control.28S.2	0.36664569246453793	0.4995982347549184	0.47107792433277934	0.33952758869453065	0.2941144527363264	0.36691563337635796	0.40209959532064427	0.3905116676938582	0.353441465436526	0.3887105447568401	0.41556239226600417	0.3281430040936803	0.32865309383451013	0.4560518166174675	0.3709004638024749	0.361656988296026	0.3135293578242126	0.46222415970658665	0.45954970792618893	0.38767036523710774	0.4163380905855143	0.4166997601132808	0.42750254442117197	0.41833676855131535	0.4224061753202832	0.38566256804450416	0.4474912826251672	0.4566477223354741	0.43346354702286216	0.4541042283885998	0.3181863491531829	0.515239609612335	0.4477022370836497	0.32930265021167165	0.35395846380072177	0.4093072374657718	0.0	0.36024246819252587	0.3282628672446642	0.49051782374197694	0.4011179985795191	0.23674069350903326	0.4709462117987342	0.32451303305569795	0.4310635644015655	0.3772999818807428	0.347327627222397	0.34543330640251557	0.32451282584629243	0.3841759863243942	0.4165693848472894
stool.ASD.24.1	0.4412750480754393	0.41394823835628797	0.3509098654706775	0.44593270506046817	0.39754885279341173	0.353837180683598	0.3808519607521937	0.37455691695805315	0.3285995153736423	0.41187377471568243	0.3435479467753441	0.31366712142727876	0.31457717901394017	0.4482524437621754	0.3821622656276554	0.44933976051145724	0.40555422913378497	0.43757736541661213	0.45118464635421623	0.21370808442920478	0.38224939776487404	0.36047027513297897	0.4024977712387246	0.3334105508484826	0.35447518324432237	0.3932905062050928	0.41318768510507997	0.36006076041662466	0.3715562349092763	0.36254773777967747	0.3545011785297757	0.475090631781164	0.3771224453576982	0.4296267709186079	0.3889534231709414	0.4408143136084363	0.36024246819252587	0.0	0.3441507866780427	0.3827708710577717	0.4909156518346594	0.3185304250985236	0.403585784446741	0.35184496423209344	0.3870970729635803	0.37631794265800944	0.3335118521567532	0.44221118017769084	0.42260716786636715	0.3582854087534573	0.39244719339718676
stool.ASD.27.1	0.4342469453974335	0.46767154252046145	0.42865083849964025	0.3816510167075887	0.3099022169840344	0.33599308369055136	0.4291557786104032	0.43026272458565884	0.3712072400424963	0.45902366918247595	0.4082549908001187	0.3777740009067086	0.3517405938784452	0.4086273132106241	0.3563077997663917	0.3573376120521129	0.35566433288596966	0.42455226624509274	0.41907847323310987	0.33196116172070905	0.4087050010633123	0.3890621194541811	0.38450688821669415	0.4088862059681406	0.3685134262622542	0.41349516336996284	0.42494354826366393	0.41570724965835226	0.38138447920728014	0.4175328931818427	0.36163902579692025	0.4790892809582678	0.4343383055928818	0.36246811846362664	0.37429188091879534	0.383489843502266	0.3282628672446642	0.3441507866780427	0.0	0.446795458463364	0.48293948833579087	0.31210660597466333	0.39894794770546793	0.37996676682570846	0.41589596412560065	0.3871137759591692	0.33728181331848217	0.39582111345368576	0.34844236450557287	0.35272178658275327	0.39113780357696076
stool.ASD.12.1	0.49646042868189433	0.4106579107626348	0.3918285869848821	0.5309971649863655	0.4684281388178954	0.46426931878500394	0.4667302167675332	0.46112321596741723	0.4228236922908705	0.5181453015952538	0.4241216739254578	0.4673211270475702	0.3957296798408397	0.39578239277378996	0.4183248517047811	0.5112561860418317	0.48990963490260325	0.38540958873093667	0.493839013454203	0.4096123535019139	0.3310811150750227	0.35742900800034777	0.44402186911908575	0.385105326954949	0.37910238694139375	0.409619193646027	0.4688913233714006	0.4058679337258163	0.43444388977153137	0.42295500248564155	0.4564736914830859	0.22470833685732983	0.4619526764736953	0.5126095819853723	0.4578458269942424	0.4389710552139137	0.49051782374197694	0.3827708710577717	0.446795458463364	0.0	0.6146883760345401	0.46469523945205476	0.2888801090495644	0.4788765828502772	0.3445596313941077	0.3681642573759573	0.4270488365288944	0.5099517139514103	0.5200184879402417	0.42541508769412545	0.397115052785667
stool.ASD.14.4	0.4458522609571902	0.6105474661664326	0.5727367009167659	0.38169598569988267	0.38597938619861955	0.44693369746273637	0.5048341910951955	0.4784838761071915	0.44550278614811356	0.47175314420634246	0.5222627494817785	0.4154406285348759	0.49720609351063166	0.5791719885537184	0.4757116452999021	0.4063967047828736	0.35692582323837957	0.579316584900197	0.5707233550250731	0.5301460460169899	0.5501576339207511	0.5634134811151873	0.5950509762422439	0.5690517561530665	0.5515214930048215	0.5022316605801557	0.4978900630257683	0.571736180739199	0.5565763436913029	0.5890247005335504	0.4427921485049544	0.6317706274747455	0.55984427975977	0.3592038360227849	0.5172089883827522	0.5537836046446553	0.4011179985795191	0.4909156518346594	0.48293948833579087	0.6146883760345401	0.0	0.4304497374054281	0.5780653321601493	0.45601111256998816	0.5539839297528875	0.49926882880892753	0.5012252864036515	0.3619830892180393	0.4256004665173403	0.5329409905850035	0.527828884027365
stool.control.28S.3	0.3956829929159845	0.4321349175860897	0.40196735443185777	0.39865058683407023	0.3205419217622006	0.3495772502880064	0.3645991279626113	0.3622918517124791	0.3414662970332491	0.38768713856806514	0.354499132114888	0.31409882994271726	0.3066407090993068	0.44748394890180937	0.35889887018170596	0.37662525363179467	0.30458379089660764	0.4178768455218672	0.4744978714798966	0.30198673619137834	0.3559031473897427	0.3600600544843916	0.43823833335742174	0.3598554800319532	0.3737218881570667	0.3635933291633432	0.41509053662104356	0.4164491350644829	0.33934510209650376	0.38115314557732716	0.34233299407480866	0.49602902033609675	0.39191576834068315	0.3336819817286267	0.3493044746220951	0.4293238842311368	0.23674069350903326	0.3185304250985236	0.31210660597466333	0.46469523945205476	0.4304497374054281	0.0	0.4451827992097727	0.3024996016047423	0.3709814904577511	0.35358555153866	0.330189922131734	0.36618140183016934	0.38378889843359026	0.29062039920180494	0.394822677865024
stool.ASD.12.2	0.47609161404421774	0.46685616372290706	0.4482635224603203	0.5023646605340103	0.4528572745751265	0.42936220479975606	0.4412880887177261	0.4459044051624614	0.42469154313183455	0.48260956122791865	0.43521110758700376	0.4373892464040791	0.42424831966054233	0.38287354155249703	0.40348508443854925	0.4817744664403368	0.44445684283202974	0.3926648556125764	0.4892599401117438	0.41107350591249936	0.4069578332236209	0.40122742592633454	0.4342431835052627	0.4288197189682341	0.3747055473501185	0.44793960200899985	0.4706503930729409	0.42662617382819473	0.41839305029656093	0.4443244477303406	0.44871441898543696	0.33434093177157054	0.4552720618130832	0.4726902762476344	0.4304691973587522	0.39676445433779806	0.4709462117987342	0.403585784446741	0.39894794770546793	0.2888801090495644	0.5780653321601493	0.4451827992097727	0.0	0.45475750891196026	0.40660246944457834	0.3822882383816607	0.38212257822547085	0.4784401858482242	0.4832050414808743	0.4512892056816439	0.3988970655023111
stool.control.30C.4	0.42216419538272615	0.45292425468721076	0.43240448286250965	0.4252955853761564	0.3521556173162817	0.34262418250668014	0.3616090423463406	0.31835466205594093	0.2855897277719069	0.2830846458894657	0.3759009262518562	0.22543239218937391	0.24747112048414527	0.45909028194842233	0.41377497291274645	0.4100838731095652	0.3645063450469974	0.45443965273138626	0.44559589408761174	0.3569032729472014	0.42102813770650505	0.3774314666036509	0.4149294608935913	0.3845835771710402	0.39918832705418655	0.38137286116796076	0.3931837164649233	0.4029139767369411	0.45095458639660047	0.48657326068191553	0.347052231524491	0.5044283364783504	0.40575232369493935	0.3867097196221737	0.3739189663905544	0.4503704856170569	0.32451303305569795	0.35184496423209344	0.37996676682570846	0.4788765828502772	0.45601111256998816	0.3024996016047423	0.45475750891196026	0.0	0.4409094648486993	0.40313408621166913	0.28400680035884895	0.44374113191827064	0.3912417213371454	0.4321670848551256	0.4155687734551012
stool.control.32C.1	0.48001464437194574	0.4058489802463943	0.36574698332567324	0.48556728846338065	0.4213695246346147	0.3850780825947704	0.4652047266268611	0.4358830095246077	0.3749030375172194	0.47782808180357567	0.38910977081151277	0.4017184106360784	0.34508920560165646	0.3991205817819899	0.38541496114836205	0.4591642447204727	0.4192051373000545	0.3700024606219016	0.4546691218073126	0.3994395867366752	0.14880230894705074	0.3422884317705725	0.4547610555516164	0.36786309426214336	0.38530190900845335	0.3687842869920823	0.4465686996710944	0.38027444855794734	0.367471245597428	0.35161983520355483	0.45853825402344844	0.38113316118089563	0.393398984817273	0.45430871816460994	0.4413462098406454	0.4124915672665909	0.4310635644015655	0.3870970729635803	0.41589596412560065	0.3445596313941077	0.5539839297528875	0.3709814904577511	0.40660246944457834	0.4409094648486993	0.0	0.23894506728945825	0.3984176979063427	0.4819047014171729	0.47412438803626633	0.3280986121491483	0.35662956278237107
stool.control.32C.2.run2	0.4332771826393494	0.42429076351109035	0.3958877781070914	0.4375950647341851	0.36404282201032157	0.3545739637386288	0.4121144723970519	0.39233539767229153	0.35455537617670146	0.43426123031474134	0.403856759529019	0.3659630685823119	0.32976250995014683	0.3713423930764762	0.34773987106171433	0.43836319272850705	0.38517863326103247	0.4027682491152435	0.48584557463711425	0.3952531384603706	0.217945820881015	0.36146073071845625	0.4502965388261012	0.40778641808405935	0.35624116676529316	0.31358600647265644	0.45731440252290584	0.40448193514913783	0.3730631220333622	0.40748876899293124	0.4118593949478168	0.39697586398789214	0.4296852516388725	0.40974402698532425	0.4123062945619185	0.35878002048050894	0.3772999818807428	0.37631794265800944	0.3871137759591692	0.3681642573759573	0.49926882880892753	0.35358555153866	0.3822882383816607	0.40313408621166913	0.23894506728945825	0.0	0.3607948508479207	0.42731279114337245	0.41938585032374404	0.37016691370523214	0.36884860360710264
stool.control.38C.1.ASU	0.4144930531266368	0.45590890503138526	0.4190576161609214	0.4208496412875676	0.33987821630247944	0.3554703749505555	0.3616631547357686	0.35229459537937186	0.3385996541660791	0.38291964037936327	0.38943014058670467	0.3207246637381754	0.2989658721562447	0.3904943695380786	0.3625700773747137	0.3962066840775508	0.3799311939099433	0.3933892424413773	0.4202809153288818	0.36936126557087834	0.39990532803722295	0.22716421087897615	0.3311845754343696	0.31354120670494107	0.3972218436587888	0.3650587816875111	0.39346143418265406	0.3524786948158474	0.4064399019727391	0.43763255310138016	0.3651747708603377	0.4659758504097211	0.37303779551869815	0.37459508967029204	0.3498797369821582	0.3832341532722981	0.347327627222397	0.3335118521567532	0.33728181331848217	0.4270488365288944	0.5012252864036515	0.330189922131734	0.38212257822547085	0.28400680035884895	0.3984176979063427	0.3607948508479207	0.0	0.4342637088947598	0.3878707378530873	0.4047688525029418	0.37017483822108926
stool.ASD.14.2	0.388128268224888	0.5536589611059024	0.5079901948747696	0.3388126415876372	0.30867735844590793	0.405739653578861	0.4418056945200005	0.3782301747734003	0.39807064548127485	0.4174878263568775	0.4531693050919234	0.3972912896646059	0.4376097730248115	0.4672842869226505	0.34981219619852666	0.23772554755467398	0.2466549600478164	0.4761061137529496	0.4925531475370507	0.4423689862801682	0.48148120825174967	0.474844999781894	0.4944007876598275	0.46874620465218325	0.45925032631731355	0.3990550732624481	0.48364362859575805	0.5060182178980567	0.4852688123922777	0.5068687716073189	0.37445493111862627	0.5437872573373268	0.49133371437720125	0.31524201933350393	0.43075540831969905	0.45933839981116564	0.34543330640251557	0.44221118017769084	0.39582111345368576	0.5099517139514103	0.3619830892180393	0.36618140183016934	0.4784401858482242	0.44374113191827064	0.4819047014171729	0.42731279114337245	0.4342637088947598	0.0	0.33652842016986945	0.45504832874141093	0.42499362359433596
stool.control.15S.4	0.4299122422038218	0.5492073297214413	0.5162090290515156	0.282054163287062	0.25741321503354747	0.3859589341434229	0.4120655575004166	0.4003208892934462	0.38468049581907593	0.46118358120932074	0.45855222449860944	0.38164321310500116	0.39938665962097086	0.4244433990988059	0.3558594890049813	0.3724253318576908	0.3197916708225848	0.46979143469794016	0.41789051266787736	0.4364057474010651	0.482479587866116	0.448223695299653	0.4518664534496566	0.47169775504880684	0.4382425127818111	0.3902294577959252	0.4561573743313045	0.4947013517428234	0.49599979586706755	0.4931094309997593	0.38361212805883466	0.5464690130708243	0.5072365450986097	0.27516293681236226	0.376219022980468	0.4059564840460659	0.32451282584629243	0.42260716786636715	0.34844236450557287	0.5200184879402417	0.4256004665173403	0.38378889843359026	0.4832050414808743	0.3912417213371454	0.47412438803626633	0.41938585032374404	0.3878707378530873	0.33652842016986945	0.0	0.46014822333153504	0.42873289760583566
stool.ASD.27.2	0.4714753185519604	0.4434140915505033	0.4018323534390784	0.4737414545460578	0.40764724221762755	0.4048900419434774	0.44629090479735145	0.439531333345586	0.3660068847329138	0.4846435579598214	0.4111829048746806	0.4080022873061173	0.36185053170003684	0.4255923469648333	0.3984404789995466	0.4514451699551061	0.3989234295575837	0.4339446070734845	0.4766399646384936	0.394291124861635	0.324995201404781	0.3600348342275172	0.4617513301664415	0.3804554620938912	0.4256637113043317	0.3912775936033494	0.43905407134415303	0.4017623176842056	0.2003446075390998	0.22878145643163136	0.43525237582564247	0.47871159100191085	0.4292253919483456	0.4182137942025036	0.420839188534591	0.43748471804336553	0.3841759863243942	0.3582854087534573	0.35272178658275327	0.42541508769412545	0.5329409905850035	0.29062039920180494	0.4512892056816439	0.4321670848551256	0.3280986121491483	0.37016691370523214	0.4047688525029418	0.45504832874141093	0.46014822333153504	0.0	0.41341236287535393
stool.control.31C.2	0.46707346995750526	0.4472034187867828	0.3996834990668834	0.4451046135754043	0.39505427025254247	0.30494939748466826	0.4469151897142559	0.42489773977092954	0.3948626240290623	0.4684708989680983	0.4161137720654143	0.40838349040084737	0.38722113664992797	0.39400923262973064	0.3329608341147937	0.4348996084040251	0.3940550205893675	0.22787423986240124	0.44553882295970737	0.4085056319934907	0.3756697594993682	0.4039077860609195	0.4319742693497338	0.39733962461453565	0.412217926994195	0.3588286050904692	0.4590924044414154	0.4334370190133941	0.4015315408150652	0.4357873033256362	0.4240811677728597	0.4001333521850812	0.4563663599287724	0.4254725148411901	0.41997370834468223	0.4109458525981842	0.4165693848472894	0.39244719339718676	0.39113780357696076	0.397115052785667	0.527828884027365	0.394822677865024	0.3988970655023111	0.4155687734551012	0.35662956278237107	0.36884860360710264	0.37017483822108926	0.42499362359433596	0.42873289760583566	0.41341236287535393	0.0
