	stool.ASD.24.1	stool.ASD.14.2	stool.ASD.7.3	stool.ASD.27.1	stool.ASD.12.2	stool.control.32C.1	stool.control.40C.1	stool.control.30C.4	stool.ASD.14.3	stool.control.15S.2	stool.control.31C.1	stool.control.15S.3	stool.ASD.22.4	stool.control.30C.3	stool.control.31C.3	stool.ASD.27.5	stool.ASD.6.2	stool.control.39C.2	stool.control.32C.2.run2	stool.ASD.12.1	stool.control.38C.2A	stool.control.15S.4	stool.ASD.22.2	stool.ASD.24.2	stool.control.40C.5	stool.ASD.7.4	stool.control.38C.1.ASU	stool.control.39C.4	stool.control.30C.1	stool.control.13S.1B	stool.control.30C.5	stool.ASD.7.2	stool.ASD.22.3	stool.ASD.14.4	stool.control.13S.2	stool.ASD.7.1	stool.control.15S.1	stool.control.39C.1	stool.control.32C.3	stool.control.39C.3	stool.ASD.6.1	stool.control.31C.2	stool.control.28S.3	stool.control.40C.4	stool.ASD.27.4	stool.control.28S.2	stool.ASD.22.1	stool.ASD.6.4	stool.ASD.27.2	stool.control.40C.2	stool.ASD.14.1
stool.ASD.7.4	0.2519509066742941	0.18192524685652942	0.24350225293511762	0.2081620727062941	0.17229837974229412	0.2921832785956471	0.207211900791	0.5463747134184707	0.2918322248912941	0.4153754638424118	0.2769046595737059	0.24489667026317646	0.26897079386347056	0.4625604953088823	0.17223391247347059	0.22981523821	0.24359557706864707	0.23749513517611764	0.22168311515347058	0.262876153804	0.2554288276264117	0.2598759605190588	0.3711838654650588	0.18380063306900002	0.5700618676762942	0.0	0.20196395897958822	0.48188790877552945	0.1702787916892353	0.23652216574782353	0.5768762083225294	0.2524403683797647	0.19844165162264707	0.2674507323928236	0.17029738569629413	0.19129245431535294	0.2958269088710588	0.19068676607358825	0.309661675446	0.48331787926947056	0.28668424366305884	0.20098326942423528	0.24173845925782356	0.5081571576455882	0.24161547421464705	0.15899487727452943	0.3705601957249412	0.4136118264330589	0.21119466401341175	0.5221482983729411	0.1962612530892941
stool.control.38C.1.ASU	0.22487432907882354	0.23303928070011765	0.3127826151124706	0.2618535190251765	0.21110488386470588	0.29290800375417647	0.19486956901764707	0.43247113561805883	0.3085010896659412	0.4257369006111764	0.2291888527457647	0.2938528622840588	0.2754920404758824	0.3636401261237647	0.208789834344	0.2792864930237059	0.1832764377622353	0.14631897303935293	0.23699641989811765	0.2238054095340588	0.1834928120675294	0.2883641173034706	0.28231641103911764	0.1652120230297647	0.47078282535176474	0.20196395897958822	0.0	0.38371514279700003	0.19737915984035298	0.24392544807011768	0.46501515377482355	0.2581917794334706	0.17543331717964705	0.29617672375582355	0.17958408337729412	0.22755431191270592	0.3233691825154706	0.2295376202324706	0.3022871498225294	0.38609033184870595	0.21865269722629413	0.18807780360935294	0.21951705004599997	0.42353403115988236	0.26276859723752943	0.15961252381082355	0.31263330852229415	0.36627851841594117	0.21523360419382354	0.4179557664720588	0.1750490222687647
stool.control.39C.4	0.34239693933217646	0.49231124947523536	0.35879725064641177	0.5307208959757059	0.4563678515733529	0.3192072808038824	0.44953791742417654	0.16523595676835295	0.368479070654	0.3310634780485294	0.30446157249182354	0.36621206863929406	0.5188695414755882	0.1214365367740588	0.4696139985706471	0.35626211654152945	0.35039911759688236	0.3345477314257647	0.374760909207353	0.312967452072	0.34792178760370585	0.5146879823576471	0.22689917190741177	0.4020023102132353	0.18901341039382358	0.48188790877552945	0.38371514279700003	0.0	0.3992432945357059	0.3685578952072353	0.18374824411464702	0.46250453047447054	0.4215770748360589	0.44618334435294116	0.4215365968602941	0.4477789924381764	0.3335073552545883	0.49166607994911765	0.29874799604564706	0.08722033875005883	0.3304660691469412	0.44118006400776466	0.3851362755452353	0.14300330502135297	0.3395803499646471	0.45776771620547063	0.20125373364964705	0.26021858300823525	0.37845451496164706	0.13949501074058823	0.43246408356164706
stool.control.30C.1	0.14521559911411766	0.23315794492517644	0.19887808388388234	0.2850634644495294	0.1856444802964706	0.2311551241984118	0.2141658864025882	0.46054649073629406	0.19517859363170592	0.31592558953705885	0.18883336939258827	0.18479938424441175	0.28440747265588234	0.35966475739235293	0.21221135000129415	0.17795346464064704	0.21485292030364705	0.17136992100688236	0.19613252605411763	0.1775766971332353	0.14149063911658827	0.24684439532629415	0.27112665754935295	0.14462515839376472	0.48044251473470595	0.1702787916892353	0.19737915984035298	0.3992432945357059	0.0	0.18285623154341174	0.4888067041622353	0.24009765094664706	0.1709378632155294	0.2256679870645294	0.16590794997658823	0.18704371821494117	0.2009762927539412	0.27171125366588234	0.23872526364970587	0.403434806262	0.19723641483817647	0.230145219753	0.18526217730976471	0.43010405866800006	0.17850399887364704	0.17688764442141175	0.2819373306820588	0.31991875545382353	0.15497883663770587	0.4301374510708823	0.16598443557382353
stool.control.13S.1B	0.15013281344564705	0.28581630632341176	0.167291490614	0.3028991029210588	0.2338919611952941	0.18770163802476472	0.2653627545372941	0.431677003661353	0.1908576567454706	0.29443964164294123	0.15295780451670588	0.17998339546229414	0.32948905268411766	0.3340653926396471	0.24729075583623528	0.163574720347	0.19074178904835293	0.2054883659762941	0.13853557198435293	0.14166306071100002	0.13472499848352942	0.3130564955379411	0.2522960280378235	0.18722647005399998	0.46632402972764714	0.23652216574782353	0.24392544807011768	0.3685578952072353	0.18285623154341174	0.0	0.4604992465571765	0.2706037020367647	0.22659810812741177	0.293983607763	0.2088626516947059	0.22953685178317645	0.2068495154100588	0.31762871460552944	0.20081431678452943	0.37299308124129416	0.19527780867735295	0.20777374826088232	0.1843114474755294	0.408537825366	0.1525874709015294	0.25315802450552943	0.2881864350399412	0.28681834378205884	0.15967124546864708	0.41338303150170586	0.21156117361594118
stool.control.30C.5	0.42450094863729415	0.5734617936630588	0.4566624739702353	0.6062031647044706	0.5586175596771765	0.4110902404733529	0.5383700999332942	0.050422593030529414	0.4585110188686471	0.3560867949955294	0.40210069761517647	0.45527170359782354	0.6022917682894118	0.17915737482682353	0.5445861838623529	0.4533407021285294	0.4378469281172941	0.4665530641342941	0.46055800718576473	0.4085687901872353	0.4447298268545883	0.5926105495228824	0.3110624052833529	0.4885246157532941	0.08590272252399997	0.5768762083225294	0.46501515377482355	0.18374824411464702	0.4888067041622353	0.4604992465571765	0.0	0.5539194216009999	0.5161521027798824	0.5386144720811177	0.515156514370706	0.5357901719409411	0.42025212694723535	0.6195393668881177	0.3907260966564117	0.13941429400941174	0.42888101934241174	0.5258496589632353	0.4615894359896471	0.17675195226023527	0.43963348954988235	0.532063212612353	0.2897196419782941	0.3180468209353529	0.4703649535367647	0.11509394716676472	0.5136400185948823
stool.ASD.7.2	0.2502339812464118	0.18057756734488234	0.2396194622257059	0.2661877716442941	0.2582225406604117	0.27150109457247057	0.20016192889405884	0.5310046207529411	0.3085706566638824	0.40464448667417646	0.27396727577499996	0.2736243197325883	0.19296864084829413	0.43046854605088236	0.22401176891441174	0.2587216704595294	0.2632006197894706	0.2713966367602353	0.20784828538747058	0.26180274339188236	0.2511907024164118	0.35301647747247056	0.3669446938715294	0.2206539563512353	0.5549827924367647	0.2524403683797647	0.2581917794334706	0.46250453047447054	0.24009765094664706	0.2706037020367647	0.5539194216009999	0.0	0.23115586208088235	0.312744604622353	0.2352342582531176	0.09231599904417648	0.29763763497188234	0.28806919163017647	0.28442230663282353	0.4709120409099412	0.282460871637647	0.2240409043732941	0.21188712994899997	0.4972247551318235	0.24662470955817645	0.23129881962888235	0.40476225003023525	0.38510551791505887	0.2215679973228235	0.5007263055435294	0.18188219602576472
stool.ASD.22.3	0.21278618765823532	0.22827128297799998	0.2473388215848235	0.25041930649611766	0.23130492072058823	0.2971119235344118	0.15926520013035295	0.4895852386932354	0.3063240782601765	0.3992204835244706	0.23694180260341172	0.2240408756684118	0.2108910185652941	0.4030180118847059	0.20061111381929414	0.2400830193102941	0.19285564852999998	0.1567003454812353	0.22327480517070586	0.22397094720335295	0.21130667876823528	0.2704631794859412	0.28752638034405886	0.1337693036308235	0.5178602814568236	0.19844165162264707	0.17543331717964705	0.4215770748360589	0.1709378632155294	0.22659810812741177	0.5161521027798824	0.23115586208088235	0.0	0.2802027785597059	0.18465947770023527	0.16822734138541176	0.2843625729613529	0.2515274015050588	0.3090936190285294	0.42917534522623535	0.23159590513488237	0.18659739117782354	0.21655339400635293	0.4741586177350589	0.24553221403694117	0.2345751344509412	0.3010226815778235	0.371430240337	0.2028659859832353	0.46179690287923536	0.2221738140887647
stool.ASD.14.4	0.24082478133441176	0.3163818829827647	0.2785032209957059	0.34599929025452936	0.2692246583835882	0.30423265060635296	0.3494673002906471	0.5223752613711765	0.25810767445694116	0.3581829014482941	0.3063854958667647	0.2560840398144706	0.3745188093592353	0.403512845805	0.26497386036829407	0.28775867026094115	0.345163496065	0.3021039042481176	0.2834118518559412	0.2982395408257647	0.28894028027182356	0.28732008952023524	0.3185070870994118	0.23532305250805885	0.48648108769041176	0.2674507323928236	0.29617672375582355	0.44618334435294116	0.2256679870645294	0.293983607763	0.5386144720811177	0.312744604622353	0.2802027785597059	0.0	0.2314298679142941	0.28698682590864705	0.236305609696	0.32947391508782353	0.3021276377242353	0.44448743567970583	0.29026788835258827	0.31419544722223525	0.2798200962837059	0.4776454573258235	0.2571889357607647	0.2230035519917059	0.3291528506208235	0.37625037430752944	0.26166216599541176	0.46448554790235286	0.24404304149035297
stool.control.13S.2	0.1914852125272941	0.1985234917457647	0.2388966086470588	0.2095376743965882	0.14403164557164705	0.2592215687546471	0.19464690616529412	0.4802021303922941	0.27948840438405886	0.3945647481302353	0.20300660928199998	0.23303158262064705	0.24690027441600002	0.4030409213704706	0.1268448829227059	0.2176917429797059	0.217658799906	0.17705865799617648	0.21722831596882353	0.18899171529582354	0.19869480056235295	0.2565881949140588	0.2934668084340588	0.11219651774611764	0.510748006282	0.17029738569629413	0.17958408337729412	0.4215365968602941	0.16590794997658823	0.2088626516947059	0.515156514370706	0.2352342582531176	0.18465947770023527	0.2314298679142941	0.0	0.17549457813941177	0.26634715813170584	0.24672868593647063	0.2691189710259412	0.42479618607164704	0.21311310666770586	0.1578012296878235	0.19730493697223533	0.46036441294611763	0.20429432771317646	0.15226070549470588	0.3345219676607647	0.3521243261121765	0.17654447578358823	0.45292817440170585	0.16611650826311763
stool.ASD.7.1	0.20688355797494118	0.14130662988294118	0.20517490592023527	0.20790617596541178	0.22592872111611761	0.2427224158304118	0.1412578630957647	0.5092600503611177	0.2736116139444118	0.3804871261565883	0.22977645942470587	0.21325396744311764	0.19987171146776472	0.4119615944669412	0.15943995113305884	0.20849954777864704	0.217154312668	0.21416710600935296	0.17757907995717645	0.21517551532405882	0.22560946721447062	0.30682715597217647	0.33316577311182355	0.15524370372223528	0.5486057331745883	0.19129245431535294	0.22755431191270592	0.4477789924381764	0.18704371821494117	0.22953685178317645	0.5357901719409411	0.09231599904417648	0.16822734138541176	0.28698682590864705	0.17549457813941177	0.0	0.26341681122464705	0.2580298350665883	0.2540572922593529	0.45375810669223526	0.2572804313151177	0.16523288026594118	0.16050878812588235	0.48609520531305883	0.19594458336176473	0.18912306248964708	0.3638613566512353	0.36047543121547054	0.1580655075225294	0.48332679339747064	0.149891292841
stool.control.15S.1	0.1415570852914706	0.3240379762953529	0.1307230205857059	0.3746694268228823	0.2982178520021765	0.12870118418258825	0.33756198373770585	0.4012949434318823	0.1395715782192941	0.17455455486935295	0.19934194969347058	0.08982162649035293	0.3635759591707647	0.2813489221081765	0.28483341289452946	0.13816352693917647	0.30164623657358824	0.28591470999023527	0.184620412725	0.19906793435541176	0.21170390761464702	0.30332786524294114	0.21397583202082357	0.2264161343025294	0.4122569027912353	0.2958269088710588	0.3233691825154706	0.3335073552545883	0.2009762927539412	0.2068495154100588	0.42025212694723535	0.29763763497188234	0.2843625729613529	0.236305609696	0.26634715813170584	0.26341681122464705	0.0	0.38098440501405884	0.12125324371341178	0.3357861059486471	0.2481450412904706	0.3102523832928235	0.17683807006535293	0.373683952371	0.138109732747	0.2553668530105294	0.21705566803752943	0.1997093451712941	0.17182503335411767	0.3625399402252941	0.2506057654188235
stool.control.39C.1	0.323584597044	0.22226035730258822	0.34278876648494117	0.20690290442976472	0.19150262268411766	0.3629333370574706	0.27148162832682354	0.5917369407228824	0.3806520455967647	0.48243785953823526	0.35551190531529414	0.34111913999300003	0.30455897909105883	0.5157593000704705	0.22119486879188235	0.34089579565958816	0.3169755312445882	0.24802227060194115	0.3049799605210588	0.34212849675582346	0.3019260615147059	0.274205265915	0.4347861944805294	0.2642755142828235	0.6120068636592941	0.19068676607358825	0.2295376202324706	0.49166607994911765	0.27171125366588234	0.31762871460552944	0.6195393668881177	0.28806919163017647	0.2515274015050588	0.32947391508782353	0.24672868593647063	0.2580298350665883	0.38098440501405884	0.0	0.3781965150938235	0.523396111378353	0.3413746764501765	0.2556080891586471	0.3082260687578824	0.5749282833120001	0.31650522165047057	0.20960667041611764	0.4555749540239412	0.4768128654372353	0.2846815436271176	0.5560869599252354	0.2600424134338235
stool.control.32C.3	0.18723497720264706	0.31599086371382357	0.14720834484535295	0.36434977762135295	0.3055616622482942	0.05581854775188234	0.30528485612817646	0.36465930491894116	0.17562783060294118	0.19302275983488237	0.16160143785652942	0.12852654684188236	0.37886978755594114	0.2542287031677059	0.29036217943923526	0.12655018503294116	0.27071723727147057	0.2695513593130588	0.12888890202135292	0.16652349468964708	0.1852534891814706	0.3793642766891765	0.22150618567670588	0.25278736404358826	0.39323994924405886	0.309661675446	0.3022871498225294	0.29874799604564706	0.23872526364970587	0.20081431678452943	0.3907260966564117	0.28442230663282353	0.3090936190285294	0.3021276377242353	0.2691189710259412	0.2540572922593529	0.12125324371341178	0.3781965150938235	0.0	0.30267708103311763	0.23654276410752942	0.29252178332494116	0.164829546027	0.3376678243752353	0.11558219726958824	0.2798193447079412	0.2604023487751765	0.15595697950117646	0.16514937893929413	0.3418607807176471	0.24673682580870587
stool.control.39C.3	0.34196269599752943	0.4940466304248236	0.36575914151388234	0.5275042466285883	0.46618325728011767	0.32020763309017647	0.45607090558694113	0.12363870444123527	0.369338177095	0.3182269006485883	0.30920152288188235	0.36835635022711766	0.5238308765237647	0.10115892336058824	0.46641211056376475	0.3611232001326471	0.35379601133247063	0.3752730692392353	0.37764844675388237	0.31650005095664707	0.35116719485352943	0.5190327774018236	0.22818518248829414	0.3984454475369411	0.14164972199729414	0.48331787926947056	0.38609033184870595	0.08722033875005883	0.403434806262	0.37299308124129416	0.13941429400941174	0.4709120409099412	0.42917534522623535	0.44448743567970583	0.42479618607164704	0.45375810669223526	0.3357861059486471	0.523396111378353	0.30267708103311763	0.0	0.32642867899370587	0.44267117593264704	0.3885149419829411	0.09734212669270588	0.3422387276367059	0.45397609429411767	0.20238877737829414	0.2548052750742941	0.3816493631654706	0.0915708182065294	0.43686849303170594
stool.ASD.6.1	0.16198308955017646	0.295256801475	0.25186731762852943	0.33140239591276466	0.2456955546412353	0.22749654406835296	0.25972550722382354	0.4044330531062353	0.25594928292835295	0.36618452347335295	0.16689860450335295	0.24446777341105883	0.3499572009952353	0.29987963914570587	0.2596842184704118	0.23547863650482354	0.17830313035041176	0.20133884435882354	0.20299969498041176	0.16347418027682353	0.17138400734499998	0.3352435129722353	0.23057830322776474	0.19292558919935296	0.4212418812754706	0.28668424366305884	0.21865269722629413	0.3304660691469412	0.19723641483817647	0.19527780867735295	0.42888101934241174	0.282460871637647	0.23159590513488237	0.29026788835258827	0.21311310666770586	0.2572804313151177	0.2481450412904706	0.3413746764501765	0.23654276410752942	0.32642867899370587	0.0	0.235052019886	0.21082798490841176	0.37820490204994117	0.1885284883360588	0.25675777242770587	0.26139139755458823	0.278913603491647	0.18590346427258822	0.36008175255258823	0.23781697928658824
stool.control.31C.2	0.22833865091935293	0.18673731806029414	0.2803642400642941	0.1641313680134706	0.20477612016864705	0.2778709233835295	0.150810587781	0.49498222590835295	0.3170535077684705	0.43437174767194114	0.24423671060770588	0.26332932231223527	0.24773962408241176	0.42163499203394117	0.11753999498523532	0.26653214729952945	0.18608454100852942	0.19678436634705881	0.2148030047482941	0.23390753617270585	0.24747728039652944	0.286743556381647	0.32826074737952937	0.1397216084645294	0.5370992514786471	0.20098326942423528	0.18807780360935294	0.44118006400776466	0.230145219753	0.20777374826088232	0.5258496589632353	0.2240409043732941	0.18659739117782354	0.31419544722223525	0.1578012296878235	0.16523288026594118	0.3102523832928235	0.2556080891586471	0.29252178332494116	0.44267117593264704	0.235052019886	0.0	0.17876473314488234	0.4843243841332353	0.2309243021425294	0.17021922216582352	0.36978191705588237	0.37713015995482346	0.17197040621705884	0.481616774606353	0.1626520080162353
stool.control.28S.3	0.1396418120212941	0.2253524486665882	0.17376768500552942	0.24945437882658822	0.2609332489630588	0.15763064471241178	0.20415790787988236	0.4342930221833529	0.1885235406179412	0.3007797004125882	0.1773837744577647	0.13481237394052942	0.299741984034	0.32657203472776475	0.16789708691952943	0.15149656740064704	0.18199999606788234	0.1999342778465294	0.10407984346835294	0.16827658877817647	0.14540008762388235	0.3076634615691176	0.26248718906088236	0.15818713596058823	0.46806193758070597	0.24173845925782356	0.21951705004599997	0.3851362755452353	0.18526217730976471	0.1843114474755294	0.4615894359896471	0.21188712994899997	0.21655339400635293	0.2798200962837059	0.19730493697223533	0.16050878812588235	0.17683807006535293	0.3082260687578824	0.164829546027	0.3885149419829411	0.21082798490841176	0.17876473314488234	0.0	0.42371562311047056	0.11915672471929413	0.19073709927917648	0.29835699106594116	0.2681374707599412	0.0657158969487647	0.41910687600100005	0.1616668384002941
stool.control.40C.4	0.3894647659307059	0.4840018359082353	0.40131447695976474	0.5794847653707058	0.48109532159623525	0.36314670510594116	0.44980107383482354	0.15283549487300002	0.37382445005417647	0.35587046606588235	0.3400240569176471	0.4121894718385294	0.5649631764781177	0.1475236216729412	0.5107283217775295	0.38887633084088236	0.4090521282148235	0.4173817837191176	0.4068920144110587	0.34661340508605887	0.3907970280818823	0.5578459130421765	0.2616100675781765	0.44982256794364706	0.15940449014941177	0.5081571576455882	0.42353403115988236	0.14300330502135297	0.43010405866800006	0.408537825366	0.17675195226023527	0.4972247551318235	0.4741586177350589	0.4776454573258235	0.46036441294611763	0.48609520531305883	0.373683952371	0.5749282833120001	0.3376678243752353	0.09734212669270588	0.37820490204994117	0.4843243841332353	0.42371562311047056	0.0	0.3961852783723529	0.4961720960888235	0.23483143166735299	0.2985299937498236	0.4278703942778235	0.12101830230688235	0.45198267184735297
stool.ASD.27.4	0.13291804525188233	0.27281053230364705	0.12621913221435294	0.2914094382458824	0.23853659507811764	0.10576016274888236	0.2571512617305882	0.4180973209444118	0.158608611281	0.2530149317291765	0.12755204655529412	0.10540703969111764	0.3301173338688236	0.29890183638258827	0.22240602448564709	0.08991800942758824	0.21653219971094118	0.21571074112817648	0.10365206499282353	0.11839378722194119	0.144962927396	0.32493509728982356	0.22512734883699997	0.18116038410952942	0.4496745435183529	0.24161547421464705	0.26276859723752943	0.3395803499646471	0.17850399887364704	0.1525874709015294	0.43963348954988235	0.24662470955817645	0.24553221403694117	0.2571889357607647	0.20429432771317646	0.19594458336176473	0.138109732747	0.31650522165047057	0.11558219726958824	0.3422387276367059	0.1885284883360588	0.2309243021425294	0.11915672471929413	0.3961852783723529	0.0	0.22510715732023528	0.2662125245647647	0.2209697214505294	0.09993912179958825	0.3865708302439411	0.20574396437841178
stool.control.28S.2	0.2068989760715294	0.17657475147647061	0.2769957955141176	0.1939357851997647	0.17070032276270589	0.278950826197	0.22810296782670592	0.5025451603722941	0.28459223692911767	0.39489746596611774	0.2584377778789412	0.25556550819358825	0.26098918723494113	0.411902746792353	0.1279007021482353	0.266451063363	0.26135158110223533	0.22782551079888236	0.23497943459905885	0.2474217950712353	0.23206815712435294	0.23942377741476467	0.31767315801547064	0.15393174922270586	0.5229486750541177	0.15899487727452943	0.15961252381082355	0.45776771620547063	0.17688764442141175	0.25315802450552943	0.532063212612353	0.23129881962888235	0.2345751344509412	0.2230035519917059	0.15226070549470588	0.18912306248964708	0.2553668530105294	0.20960667041611764	0.2798193447079412	0.45397609429411767	0.25675777242770587	0.17021922216582352	0.19073709927917648	0.4961720960888235	0.22510715732023528	0.0	0.3428060651487647	0.3791147915084118	0.18509845726088237	0.47606048203935303	0.13110095947664707
stool.ASD.22.1	0.23457042659441177	0.4025372238867647	0.26374900904288234	0.4526419416822941	0.3765935595019412	0.26842646169329415	0.3753475943867647	0.26608564533823525	0.26380867333388236	0.32279277421452945	0.22793679606017647	0.2633161984656471	0.4186290952564118	0.1663673981172353	0.36670981064405883	0.26592344149400005	0.30295371164570595	0.30893896949176475	0.3045402216033529	0.23413033234964703	0.2836264385274706	0.4069422178432941	0.10675078531188237	0.2932483337080588	0.28287009797088236	0.3705601957249412	0.31263330852229415	0.20125373364964705	0.2819373306820588	0.2881864350399412	0.2897196419782941	0.40476225003023525	0.3010226815778235	0.3291528506208235	0.3345219676607647	0.3638613566512353	0.21705566803752943	0.4555749540239412	0.2604023487751765	0.20238877737829414	0.26139139755458823	0.36978191705588237	0.29835699106594116	0.23483143166735299	0.2662125245647647	0.3428060651487647	0.0	0.2811212174849412	0.29147078699588236	0.22395193514894118	0.3391740079992941
stool.ASD.6.4	0.2448708181775882	0.4260798520855882	0.2494859699388824	0.46888610220217647	0.40129105140099997	0.18578513550458822	0.38906126142700004	0.29013887179964704	0.2612403518201176	0.14665336027323533	0.23222699827488236	0.23642886437388233	0.46380242978135294	0.2113537523573529	0.3987378398251177	0.23060233237788233	0.32273384032299995	0.330817125837647	0.25524716418488236	0.23622030374517644	0.26115832923194116	0.4689409498455294	0.26259124739211764	0.332023288036647	0.3193807344120589	0.4136118264330589	0.36627851841594117	0.26021858300823525	0.31991875545382353	0.28681834378205884	0.3180468209353529	0.38510551791505887	0.371430240337	0.37625037430752944	0.3521243261121765	0.36047543121547054	0.1997093451712941	0.4768128654372353	0.15595697950117646	0.2548052750742941	0.278913603491647	0.37713015995482346	0.2681374707599412	0.2985299937498236	0.2209697214505294	0.3791147915084118	0.2811212174849412	0.0	0.2684041705190588	0.2886221346923529	0.3516402285491765
stool.ASD.27.2	0.12516035948770587	0.23188765787041174	0.16699739668217647	0.24610523821523528	0.2287413381757059	0.1471879857424706	0.2077943644995882	0.4432401511014118	0.1795177567894118	0.29184316273170585	0.16662392402441176	0.1316746827927059	0.2960382861368823	0.3306364030407647	0.16540004364041178	0.14175058980152944	0.17368871067417646	0.17980665057164705	0.11030569702958824	0.15692617248517648	0.13862708883758823	0.28042566218200005	0.2502667792189412	0.1369088204862941	0.469885706001353	0.21119466401341175	0.21523360419382354	0.37845451496164706	0.15497883663770587	0.15967124546864708	0.4703649535367647	0.2215679973228235	0.2028659859832353	0.26166216599541176	0.17654447578358823	0.1580655075225294	0.17182503335411767	0.2846815436271176	0.16514937893929413	0.3816493631654706	0.18590346427258822	0.17197040621705884	0.0657158969487647	0.4278703942778235	0.09993912179958825	0.18509845726088237	0.29147078699588236	0.2684041705190588	0.0	0.4167141256741177	0.15775131960964706
stool.control.40C.2	0.3754206877918235	0.5226039646260588	0.40604574339829413	0.5598723902067646	0.4887717720168824	0.3663256335487059	0.4854921347685294	0.09621858635270587	0.39172323147152943	0.34441017951711766	0.34469215219429417	0.3974511993737647	0.5645305417911177	0.11271629284958823	0.49437690661205885	0.4083002699503529	0.4059959384204117	0.41787090382341174	0.41532210810205883	0.3537280656065882	0.39248365248911765	0.5420786873144705	0.2576578125703529	0.4377989284681765	0.09874271933605885	0.5221482983729411	0.4179557664720588	0.13949501074058823	0.4301374510708823	0.41338303150170586	0.11509394716676472	0.5007263055435294	0.46179690287923536	0.46448554790235286	0.45292817440170585	0.48332679339747064	0.3625399402252941	0.5560869599252354	0.3418607807176471	0.0915708182065294	0.36008175255258823	0.481616774606353	0.41910687600100005	0.12101830230688235	0.3865708302439411	0.47606048203935303	0.22395193514894118	0.2886221346923529	0.4167141256741177	0.0	0.45852413817294113
stool.ASD.14.1	0.20349363575123527	0.1433202921040588	0.2247397964645294	0.2403337730854706	0.19402619864217646	0.23560861692035295	0.19739619197947061	0.4828897827990588	0.22144866927658824	0.36455888087182353	0.21043059101241174	0.23395471875423532	0.2693740429260588	0.38860279845335294	0.17219359091735292	0.22389245906447058	0.2368568123647647	0.2010793122095294	0.18848901526923528	0.20199271804658825	0.1902435239392353	0.2749515511549412	0.31111876890658824	0.15144502211205882	0.5083224335081765	0.1962612530892941	0.1750490222687647	0.43246408356164706	0.16598443557382353	0.21156117361594118	0.5136400185948823	0.18188219602576472	0.2221738140887647	0.24404304149035297	0.16611650826311763	0.149891292841	0.2506057654188235	0.2600424134338235	0.24673682580870587	0.43686849303170594	0.23781697928658824	0.1626520080162353	0.1616668384002941	0.45198267184735297	0.20574396437841178	0.13110095947664707	0.3391740079992941	0.3516402285491765	0.15775131960964706	0.45852413817294113	0.0
